step,time,KE,PE,E_total,E_per_atom
9840,49.2,94.15913191010823,-616.7691282111196,-522.6099963010113,-4.8389814472315855
9850,49.25,92.52178013679564,-615.0934120023713,-522.5716318655757,-4.838626220977552
9860,49.300000000000004,103.9658928872958,-626.5553631570475,-522.5894702697517,-4.838791391386589
9870,49.35,100.75319302312855,-623.33628409904,-522.5830910759114,-4.838732324776958
9880,49.4,96.83640328085693,-619.404063854214,-522.567660573357,-4.8385894497533055
9890,49.45,103.45312195972375,-626.0545127670042,-522.6013908072805,-4.838901766734079
9900,49.5,104.1439148946682,-626.7256843064852,-522.5817694118169,-4.838720087146453
9910,49.550000000000004,98.93586266221233,-621.5222051796743,-522.586342517462,-4.8387624307172405
9920,49.6,101.1056682784825,-623.6916316234823,-522.5859633449998,-4.8387589198611085
9930,49.65,102.4590591553978,-625.0510953586454,-522.5920362032476,-4.8388151500300705
9940,49.7,101.16709804747852,-623.7701118508435,-522.603013803365,-4.838916794475602
9950,49.75,107.03270420444284,-629.6132198834192,-522.5805156789763,-4.83870847850904
9960,49.800000000000004,101.90070190866102,-624.4575882651435,-522.5568863564824,-4.838489688485948
9970,49.85,101.28688982849363,-623.8652091940643,-522.5783193655707,-4.838688142273803
9980,49.9,98.98975274467753,-621.5704703388677,-522.5807175941902,-4.838710348094354
9990,49.95,96.22469385221996,-618.7991821160047,-522.5744882637847,-4.838652669109117
10000,50.0,99.28580996328476,-621.8574918306575,-522.5716818673727,-4.838626683957155
10010,50.050000000000004,98.80149488772057,-621.38269347673,-522.5811985890094,-4.838714801750087
10020,50.1,96.91656963255103,-619.4775926827984,-522.5610230502474,-4.838527991205995
10030,50.15,103.95263248418456,-626.535501474769,-522.5828689905845,-4.8387302684313385
10040,50.2,92.75795081722309,-615.3046950579575,-522.5467442407344,-4.8383957800068
10050,50.25,100.5013374673009,-623.0904351972276,-522.5890977299267,-4.838787941943766
10060,50.300000000000004,100.76593321673167,-623.3554733529376,-522.5895401362059,-4.838792038298203
10070,50.35,95.91150774015881,-618.4886304085447,-522.577122668386,-4.838677061744314
10080,50.4,96.41473268605003,-618.9813652597354,-522.5666325736854,-4.8385799312378275
10090,50.45,105.18169546434939,-627.7683665015682,-522.5866710372188,-4.838765472566841
10100,50.5,97.56785738127833,-620.136029342944,-522.5681719616656,-4.838594184830237
10110,50.550000000000004,90.4490792489129,-613.0062447989056,-522.5571655499928,-4.8384922736110445
10120,50.6,100.08940975920808,-622.691930451727,-522.602520692519,-4.838912228634435
10130,50.65,95.52795774962495,-618.0959440276505,-522.5679862780255,-4.838592465537273
10140,50.7,98.21180721886752,-620.7735944090431,-522.5617871901756,-4.8385350665757
10150,50.75,102.70067443975589,-625.2822543491194,-522.5815799093635,-4.838718332494107
10160,50.800000000000004,102.0069749199835,-624.5894829764018,-522.5825080564183,-4.8387269264483175
10170,50.85,95.03980307528931,-617.6185007382586,-522.5786976629693,-4.8386916450274935
10180,50.9,95.96086533638237,-618.5277902418622,-522.5669249054799,-4.838582638013703
10190,50.95,107.7001692303617,-630.2826169707943,-522.5824477404326,-4.838726367966968
10200,51.0,106.0359921822072,-628.6176296987582,-522.5816375165509,-4.83871886589399
10210,51.050000000000004,106.80552946054316,-629.4067282952782,-522.601198834735,-4.83889998921051
10220,51.1,93.8692644350926,-616.4149225115743,-522.5456580764817,-4.838385722930386
10230,51.15,100.83974247916045,-623.4340885074423,-522.5943460282818,-4.838836537298906
10240,51.2,97.22808327168833,-619.7861061954185,-522.5580229237302,-4.83850021225676
10250,51.25,98.56142709314072,-621.1414327233963,-522.5800056302555,-4.8387037558357
10260,51.300000000000004,98.16901464901802,-620.731364923742,-522.562350274724,-4.838540280321519
10270,51.35,106.69130733858745,-629.26460783724,-522.5733004986525,-4.83864167128382
10280,51.4,106.6425941511941,-629.2145519672945,-522.5719578161004,-4.838629239037966
10290,51.45,104.04471759710066,-626.6050311340224,-522.5603135369217,-4.8385214216381645
10300,51.5,102.39822122066893,-624.989366858453,-522.591145637784,-4.838806904053556
10310,51.550000000000004,97.43012723952687,-620.0105306515399,-522.580403412013,-4.83870743900012
10320,51.6,101.13296930146726,-623.7170676470279,-522.5840983455606,-4.8387416513477834
10330,51.65,98.4936684355724,-621.0665355894996,-522.5728671539272,-4.838637658832659
10340,51.7,93.1405743461507,-615.6896670049231,-522.5490926587723,-4.838417524618262
10350,51.75,99.72956364629864,-622.3406563714761,-522.6110927251775,-4.8389915993071995
10360,51.800000000000004,94.74378896570649,-617.3258668772977,-522.5820779115912,-4.838722943625845
10370,51.85,94.16696464677166,-616.7372753104756,-522.5703106637039,-4.838613987626888
10380,51.9,94.85201331755374,-617.4278752020371,-522.5758618844833,-4.838665387819289
10390,51.95,96.83185871828285,-619.398667379394,-522.5668086611112,-4.838581561676955
10400,52.0,97.24409721275093,-619.8416075545259,-522.597510341775,-4.8388658364979165
10410,52.050000000000004,95.85015172145293,-618.4267073917468,-522.5765556702939,-4.838671811761981
10420,52.1,101.62642507719599,-624.2165792778775,-522.5901542006815,-4.838797724080384
10430,52.15,99.76915112427812,-622.3380216765526,-522.5688705522745,-4.838600653261801
10440,52.2,100.1323501075827,-622.7073341862242,-522.5749840786415,-4.838657259987421
10450,52.25,90.79957966919919,-613.3614514729717,-522.5618718037725,-4.838535850034931
10460,52.300000000000004,102.47427919589872,-625.0762947576872,-522.6020155617884,-4.838907551498041
10470,52.35,97.41021418534662,-619.9692087094832,-522.5589945241366,-4.83850920855682
10480,52.4,100.99915213667565,-623.5794944517799,-522.5803423151042,-4.838706873288002
10490,52.45,108.96539898126751,-631.5477660269102,-522.5823670456426,-4.838725620792987
10500,52.5,106.24506187110441,-628.8169104685152,-522.5718485974107,-4.838628227753803
10510,52.550000000000004,98.17768977075245,-620.7503534410616,-522.5726636703092,-4.838635774725085
10520,52.6,94.62849331387183,-617.2000036605516,-522.5715103466798,-4.838625095802591
10530,52.65,96.10149912862043,-618.6790984129888,-522.5775992843684,-4.838681474855263
10540,52.7,97.36033025764573,-619.9480516476033,-522.5877213899576,-4.8387751980551625
10550,52.75,99.3375419596904,-621.9068227100956,-522.5692807504053,-4.838604451392642
10560,52.800000000000004,105.61173426645554,-628.1880972504495,-522.5763629839939,-4.838670027629574
10570,52.85,98.78051997959365,-621.3423666886302,-522.5618467090366,-4.838535617676264
10580,52.9,94.7733104233373,-617.3411581062775,-522.5678476829402,-4.838591182249446
10590,52.95,96.08313273152802,-618.6645297190242,-522.5813969874962,-4.838716638773113
10600,53.0,96.03201717308038,-618.5968903964309,-522.5648732233506,-4.8385636409569495
10610,53.050000000000004,99.18767070262628,-621.7575404634849,-522.5698697608586,-4.8386099051931355
10620,53.1,98.70704049536698,-621.2791890297452,-522.5721485343782,-4.838631004947946
10630,53.15,96.91788952246003,-619.4852911022747,-522.5674015798147,-4.838587051664951
10640,53.2,100.94175839407553,-623.5302055052783,-522.5884471112028,-4.838781917696322
10650,53.25,92.599231221914,-615.1565341366685,-522.5573029147545,-4.838493545506986
10660,53.300000000000004,96.44978456472231,-619.0287647659185,-522.5789802011961,-4.838694261122186
10670,53.35,98.5572931469052,-621.1307577496409,-522.5734646027357,-4.838643190766072
10680,53.4,105.7811719651622,-628.349903997018,-522.5687320318558,-4.838599370665332
10690,53.45,112.8651005214235,-635.4589625921247,-522.5938620707012,-4.8388320562101965
10700,53.5,104.46017655223534,-627.0254459377828,-522.5652693855475,-4.838567309125439
10710,53.550000000000004,101.22479073319856,-623.8009107941682,-522.5761200609696,-4.8386677783423115
10720,53.6,91.36789127464189,-613.9293790142846,-522.5614877396426,-4.83853229388558
10730,53.65,100.54879544196811,-623.1359837721503,-522.5871883301822,-4.838770262316502
10740,53.7,102.54165786625065,-625.1129404817434,-522.5712826154928,-4.838622987180489
10750,53.75,107.86989409437089,-630.4674411345195,-522.5975470401486,-4.838866176297672
10760,53.800000000000004,97.81229037427478,-620.3898096241472,-522.5775192498725,-4.838680733795115
10770,53.85,97.01496735120529,-619.5882384110322,-522.5732710598269,-4.838641398702101
10780,53.9,101.96982193002198,-624.5238913222,-522.554069392178,-4.838463605483129
10790,53.95,108.17994896403036,-630.7793349414469,-522.5993859774165,-4.838883203494597
10800,54.0,100.23501578395964,-622.7936279796787,-522.5586121957191,-4.838505668478881
10810,54.050000000000004,103.51830767977096,-626.1382779001796,-522.6199702204086,-4.839073798337117
10820,54.1,92.1588116867673,-614.7403935424757,-522.5815818557084,-4.838718350515818
10830,54.15,97.9361601422431,-620.4994187329834,-522.5632585907402,-4.838548690655002
10840,54.2,99.89812156527982,-622.4747203025933,-522.5765987373135,-4.838672210530681
10850,54.25,95.20419042008109,-617.7922265771504,-522.5880361570693,-4.838778112565456
10860,54.300000000000004,98.3495250396469,-620.9387050122597,-522.5891799726128,-4.838788703450119
10870,54.35,105.82857970020878,-628.4130457475416,-522.5844660473327,-4.838745055993821
10880,54.4,101.92554561413453,-624.5090072876154,-522.5834616734809,-4.838735756235934
10890,54.45,101.40961817395696,-624.0023190706012,-522.5927008966443,-4.838821304598558
10900,54.5,102.90980768953183,-625.4987813743461,-522.5889736848143,-4.83878679337791
10910,54.550000000000004,104.61270004238716,-627.1943807650824,-522.5816807226953,-4.838719265950882
10920,54.6,109.39777415792388,-631.9910620297661,-522.5932878718422,-4.8388267395540945
10930,54.65,103.32954443388975,-625.9105981017212,-522.5810536678315,-4.8387134598873285
10940,54.7,96.92853316185983,-619.4957981598604,-522.5672649980006,-4.838585787018524
10950,54.75,101.22851788472016,-623.8065216171268,-522.5780037324066,-4.838685219744506
10960,54.800000000000004,103.24687738817228,-625.8366569846024,-522.5897795964302,-4.838794255522502
10970,54.85,93.59027975879638,-616.1627312143028,-522.5724514555063,-4.8386338097732065
10980,54.9,93.62164608451117,-616.2059854126405,-522.5843393281293,-4.838743882667864
10990,54.95,95.24088556069493,-617.8284074408948,-522.5875218801999,-4.838773350742592
11000,55.0,96.76872975034154,-619.3565475238983,-522.5878177735567,-4.838776090495895
11010,55.050000000000004,93.52971531434176,-616.1003806671927,-522.5706653528509,-4.838617271785657
11020,55.1,101.25353112643766,-623.8483343465758,-522.5948032201381,-4.838840770556835
11030,55.15,109.63567721295183,-632.2462449903431,-522.6105677773913,-4.83898673867955
11040,55.2,90.05438056251754,-612.6215275429871,-522.5671469804696,-4.8385846942636075
11050,55.25,94.14659518534211,-616.7447617247323,-522.5981665393901,-4.8388719124017605
11060,55.300000000000004,104.70616512724148,-627.2918226284298,-522.5856575011884,-4.838756087973967
11070,55.35,102.32409184210364,-624.8977966765709,-522.5737048344673,-4.838645415133957
11080,55.4,104.85760797603591,-627.4509649640855,-522.5933569880497,-4.838827379518978
11090,55.45,102.4750914125866,-625.0544791171332,-522.5793877045465,-4.838698034301357
11100,55.5,99.40507636432541,-621.9938144147379,-522.5887380504125,-4.838784611577894
11110,55.550000000000004,97.70576338905859,-620.2866799478849,-522.5809165588263,-4.8387121903595025
11120,55.6,104.11295129438439,-626.7046962946652,-522.5917450002808,-4.8388124537063035
11130,55.65,99.88368139790653,-622.4656841286677,-522.5820027307611,-4.8387222475070475
11140,55.7,102.78747241210039,-625.3996740064496,-522.6122015943492,-4.839001866614345
11150,55.75,100.20080757423736,-622.7708788636504,-522.570071289413,-4.838611771198269
11160,55.800000000000004,109.02882284229227,-631.6246547647911,-522.5958319224989,-4.838850295578693
11170,55.85,104.63166371843342,-627.2135768970463,-522.5819131786129,-4.83872141832049
11180,55.9,98.08097746332442,-620.669383655639,-522.5884061923146,-4.838781538817727
11190,55.95,96.21822852125335,-618.7964341054884,-522.5782055842351,-4.838687088742917
11200,56.0,100.08137097296002,-622.6717167405988,-522.5903457676387,-4.838799497848506
11210,56.050000000000004,97.21219669042989,-619.803840197556,-522.5916435071262,-4.838811513954872
11220,56.1,102.71042230678259,-625.2986063128195,-522.588184006037,-4.8387794815373795
11230,56.15,106.09998551376063,-628.6988121527445,-522.5988266389838,-4.838878024435036
11240,56.2,101.57368651120589,-624.1580507823184,-522.5843642711125,-4.838744113621412
11250,56.25,103.48291295622663,-626.0740438563327,-522.591130900106,-4.838806767593574
11260,56.300000000000004,99.094019109649,-621.6693506276126,-522.5753315179636,-4.838660477018181
11270,56.35,103.2971080851402,-625.8715224240249,-522.5744143388847,-4.838651984619303
11280,56.4,110.86172784639872,-633.45663995034,-522.5949121039413,-4.838841778740197
11290,56.45,101.67153221435636,-624.2634937396323,-522.5919615252759,-4.838814458567369
11300,56.5,96.02430488516055,-618.6146020149173,-522.5902971297568,-4.838799047497748
11310,56.550000000000004,95.23524633938374,-617.8259871893173,-522.5907408499336,-4.838803156017904
11320,56.6,100.5059690529753,-623.1044757003216,-522.5985066473463,-4.838875061549503
11330,56.65,98.93281656903531,-621.5096605861371,-522.5768440171018,-4.838674481639832
11340,56.7,96.55195313151106,-619.1171850513566,-522.5652319198456,-4.838566962220792
11350,56.75,110.89370543598564,-633.4885495927639,-522.5948441567782,-4.838841149599798
11360,56.800000000000004,111.27630285950866,-633.8493571476569,-522.5730542881482,-4.838639391556928
11370,56.85,110.90332013036635,-633.4953971070123,-522.592076976646,-4.838815527561537
11380,56.9,100.24593380312568,-622.8249448198334,-522.5790110167077,-4.838694546450997
11390,56.95,101.44878284034716,-624.0250368370708,-522.5762539967237,-4.838669018488183
11400,57.0,109.15052184101023,-631.7343608256725,-522.5838389846623,-4.838739249857984
11410,57.050000000000004,110.1368526691894,-632.7158442840064,-522.578991614817,-4.838694366803861
11420,57.1,110.96914508180106,-633.5770427061888,-522.6078976243878,-4.838962015040628
11430,57.15,109.80917192621364,-632.4019253430799,-522.5927534168663,-4.838821790896911
11440,57.2,105.71568166545813,-628.3087408654393,-522.5930591999811,-4.838824622222047
11450,57.25,96.04351225687668,-618.6297166098215,-522.5862043529448,-4.838761151416156
11460,57.300000000000004,100.2919928927939,-622.9064485957061,-522.6144557029122,-4.839022737989928
11470,57.35,90.96300709462581,-613.5465692247454,-522.5835621301196,-4.838736686389996
11480,57.4,89.74178310718706,-612.3339289810388,-522.5921458738517,-4.838816165498627
11490,57.45,102.71273418649884,-625.3302072053849,-522.6174730188861,-4.839050676100798
11500,57.5,100.70427166467361,-623.2776264788425,-522.573354814169,-4.838642174205268
11510,57.550000000000004,107.32875456910419,-629.9236397053214,-522.5948851362173,-4.8388415290390485
11520,57.6,105.86933487288702,-628.443099110577,-522.5737642376899,-4.838645965163796
11530,57.65,104.86933360557542,-627.4540568658006,-522.5847232602251,-4.8387474375946775
11540,57.7,99.61643242601404,-622.2078225885558,-522.5913901625418,-4.838809168171683
11550,57.75,100.17588352070452,-622.7574257170846,-522.5815421963802,-4.838717983299817
11560,57.800000000000004,102.81787728707826,-625.4016113555429,-522.5837340684645,-4.838738278411709
11570,57.85,103.88904373321438,-626.4928025700007,-522.6037588367863,-4.838923692933206
11580,57.9,102.77255802955607,-625.3550636164376,-522.5825055868816,-4.838726903582237
11590,57.95,97.56011206889117,-620.118232040111,-522.5581199712199,-4.8385011108446285
11600,58.0,104.27872945699319,-626.8568622847223,-522.5781328277291,-4.838686415071566
11610,58.050000000000004,102.82306053000515,-625.4226449891252,-522.59958445912,-4.838885041288148
11620,58.1,99.81032066463607,-622.4085377014534,-522.5982170368173,-4.838872379970531
11630,58.15,103.76568807030333,-626.3720771365976,-522.6063890662942,-4.838948046910132
11640,58.2,91.99927665500098,-614.5777607084757,-522.5784840534748,-4.838689667161804
11650,58.25,95.12250805772103,-617.7259011346539,-522.6033930769329,-4.838920306267897
11660,58.300000000000004,99.49086598644486,-622.0895366811004,-522.5986706946555,-4.83887658050607
11670,58.35,91.16449471887424,-613.7296075714754,-522.5651128526011,-4.838565859746307
11680,58.4,104.61818815688247,-627.2372469991489,-522.6190588422664,-4.839065359650615
11690,58.45,97.29789268465275,-619.8778764065643,-522.5799837219115,-4.838703552980662
11700,58.5,91.29743747830555,-613.8656227423645,-522.5681852640589,-4.838594308000546
11710,58.550000000000004,107.27969301828284,-629.8673776193884,-522.5876846011056,-4.838774857417644
11720,58.6,104.42178782408249,-627.0032838203464,-522.5814959962639,-4.8387175555209625
11730,58.65,95.73942470607932,-618.3141048547513,-522.5746801486721,-4.838654445821038
11740,58.7,96.55868468724425,-619.1391231995477,-522.5804385123034,-4.83870776400281
11750,58.75,96.24642762752748,-618.8276855846249,-522.5812579570974,-4.8387153514546055
11760,58.800000000000004,95.05912407725705,-617.614651904586,-522.555527827329,-4.838477109512305
11770,58.85,106.23342824207629,-628.8520273803246,-522.6185991382483,-4.839061103131929
11780,58.9,99.38550045978053,-621.9904424308983,-522.6049419711178,-4.838934647880721
11790,58.95,101.27197101266076,-623.8489676204384,-522.5769966077777,-4.83867589451646
11800,59.0,102.93137850795526,-625.5053763936311,-522.5739978856758,-4.838648128571072
11810,59.050000000000004,97.09809020067645,-619.691434173026,-522.5933439723495,-4.838827259003237
11820,59.1,101.1361059796016,-623.7407238614397,-522.6046178818382,-4.838931647054057
11830,59.15,95.78767800490341,-618.3496136584521,-522.5619356535486,-4.8385364412365615
11840,59.2,102.89613696288365,-625.5056235256397,-522.609486562756,-4.838976727432926
11850,59.25,100.13937441398515,-622.7072155365616,-522.5678411225765,-4.838591121505338
11860,59.300000000000004,101.55803011064992,-624.132467649681,-522.574437539031,-4.838652199435472
11870,59.35,103.65537314384825,-626.241477864531,-522.5861047206828,-4.838760228895211
11880,59.4,101.77412255145107,-624.3621963948374,-522.5880738433863,-4.8387784615128355
11890,59.45,92.90535733160173,-615.4740879748348,-522.568730643233,-4.8385993578077136
11900,59.5,99.77326835964526,-622.379674361351,-522.6064060017057,-4.8389482037194975
11910,59.550000000000004,98.34773907688245,-620.9161535813276,-522.5684145044452,-4.838596430596715
11920,59.6,103.03326560032727,-625.6362880706623,-522.6030224703351,-4.838916874725324
11930,59.65,96.68584582687487,-619.2720064805127,-522.5861606536378,-4.838760746792942
11940,59.7,102.11572229551257,-624.7080418919483,-522.5923195964357,-4.838817774041071
11950,59.75,101.82114624649192,-624.4042504174714,-522.5831041709795,-4.838732446027588
11960,59.800000000000004,96.40577099327464,-618.9661201765861,-522.5603491833115,-4.8385217516973285
11970,59.85,104.00656874792377,-626.6131364383735,-522.6065676904498,-4.838949700837498
11980,59.9,98.7616430568865,-621.3352023012727,-522.5735592443862,-4.83864406707765
11990,59.95,99.67355303744196,-622.2709355307749,-522.5973824933329,-4.838864652716046
12000,60.0,97.03343637469565,-619.6035601536635,-522.5701237789679,-4.838612257212666
12010,60.050000000000004,107.61405857857434,-630.2196797040672,-522.6056211254928,-4.838940936347155
12020,60.1,98.05734862949154,-620.6376140452211,-522.5802654157295,-4.838706161256755
12030,60.15,102.6338077717478,-625.2255898994639,-522.5917821277161,-4.838812797478853
12040,60.2,107.29640741574184,-629.8945105273456,-522.5981031116037,-4.838871325107442
12050,60.25,109.88775498045513,-632.4703120260099,-522.5825570455547,-4.8387273800514325
12060,60.300000000000004,115.39365857716341,-637.981368120087,-522.5877095429237,-4.838775088360404
12070,60.35,102.3890732301539,-624.9663693301876,-522.5772961000337,-4.838678667592904
12080,60.4,98.00512140765153,-620.5861798491243,-522.5810584414728,-4.838713504087711
12090,60.45,109.51979680320083,-632.1323267821118,-522.612529978911,-4.839004907212138
12100,60.5,104.68388978955873,-627.2655703010124,-522.5816805114537,-4.838719263994942
12110,60.550000000000004,101.02463748453151,-623.5913771574905,-522.566739672959,-4.838580922897768
12120,60.6,102.7158515245017,-625.2999258494498,-522.5840743249481,-4.838741428934704
12130,60.65,104.48847004183928,-627.0725371789346,-522.5840671370953,-4.838741362380512
12140,60.7,99.30440929361525,-621.8667107920219,-522.5623014984067,-4.83853982868895
12150,60.75,98.2192031827373,-620.8260731808515,-522.6068699981142,-4.838952499982539
12160,60.800000000000004,105.18583148445789,-627.7873052086969,-522.601473724239,-4.838902534483695
12170,60.85,116.4193662349144,-639.0141338681391,-522.5947676332247,-4.838840441048377
12180,60.9,106.54155046849412,-629.1215694845861,-522.5800190160919,-4.838703879778628
12190,60.95,96.79035725945005,-619.3522867901687,-522.5619295307187,-4.8385363845436915
12200,61.0,105.87761379461891,-628.4839019003441,-522.6062881057252,-4.838947112090048
12210,61.050000000000004,96.4793055626606,-619.0610780501694,-522.5817724875088,-4.838720115625081
12220,61.1,94.51969990249763,-617.1123131599035,-522.5926132574058,-4.838820493124127
12230,61.15,102.51386371543452,-625.0997138725925,-522.5858501571579,-4.838757871825536
12240,61.2,110.11794276001858,-632.7050887743379,-522.5871460143194,-4.838769870502957
12250,61.25,107.98998125458702,-630.5816305133993,-522.5916492588123,-4.838811567211224
12260,61.300000000000004,103.21472514479896,-625.7984250874206,-522.5836999426216,-4.838737962431681
12270,61.35,107.33917758221402,-629.9379555642702,-522.5987779820562,-4.8388775739079275
12280,61.4,101.14695635213333,-623.731100254891,-522.5841439027577,-4.838742073173682
12290,61.45,102.13961925428296,-624.7251771432047,-522.5855578889218,-4.838755165638165
12300,61.5,106.92999297195033,-629.5455692088968,-522.6155762369465,-4.83903311330506
12310,61.550000000000004,103.08696025978587,-625.6611219689861,-522.5741617092002,-4.838649645455558
12320,61.6,110.55878848747247,-633.1579403193217,-522.5991518318492,-4.838881035480085
12330,61.65,99.63204945100051,-622.2206905284772,-522.5886410774767,-4.83878371368034
12340,61.7,96.07290600891399,-618.6665759501201,-522.5936699412061,-4.838830277233391
12350,61.75,95.02590449802008,-617.582923260865,-522.5570187628449,-4.838490914470786
12360,61.800000000000004,107.2114627287417,-629.8329420850474,-522.6214793563057,-4.8390877718176455
12370,61.85,102.96343956081346,-625.5572324498287,-522.5937928890153,-4.838831415639031
12380,61.9,102.43852442005684,-625.0318520437005,-522.5933276236436,-4.83882710762633
12390,61.95,100.75739469368995,-623.3566710845982,-522.5992763909082,-4.838882188804706
12400,62.0,92.67090631949876,-615.2445061504774,-522.5735998309787,-4.838644442879432
12410,62.050000000000004,102.28618408480425,-624.8794061629104,-522.5932220781061,-4.838826130352834
12420,62.1,102.51505130715432,-625.1082136525173,-522.593162345363,-4.83882557727188
12430,62.15,98.84006780675412,-621.4139959338778,-522.5739281271237,-4.838647482658553
12440,62.2,110.05321312474354,-632.6550461589508,-522.6018330342072,-4.838905861427844
12450,62.25,107.61244286586955,-630.1926349273213,-522.5801920614517,-4.838705482050479
12460,62.300000000000004,107.5117593099063,-630.121854975598,-522.6100956656917,-4.838982367274923
12470,62.35,99.08032496251067,-621.6618654927682,-522.5815405302576,-4.838717967872755
12480,62.4,104.68257281484266,-627.2780821699337,-522.595509355091,-4.838847308843436
12490,62.45,104.53708528428018,-627.1339482075101,-522.59686292323,-4.838859841881759
12500,62.5,113.85380337107631,-636.4738820916984,-522.6200787206221,-4.839074802968724
12510,62.550000000000004,102.42125549422529,-624.9915009050522,-522.5702454108269,-4.838613383433583
12520,62.6,103.34787498279736,-625.9637402589667,-522.6158652761693,-4.83903578959416
12530,62.65,103.68825601073502,-626.2975092275653,-522.6092532168303,-4.838974566822503
12540,62.7,100.48997187404011,-623.069132579717,-522.5791607056769,-4.838695932459972
12550,62.75,108.12309726806716,-630.756497100143,-522.6333998320758,-4.8391981465932945
12560,62.800000000000004,89.12116215290244,-611.690425271489,-522.5692631185865,-4.83860428813506
12570,62.85,96.24886459129311,-618.8447300629458,-522.5958654716527,-4.838850606219006
12580,62.9,105.53619855659501,-628.1365871711122,-522.6003886145172,-4.838892487171456
12590,62.95,102.69066436113427,-625.2837830168925,-522.5931186557582,-4.838825172738502
12600,63.0,96.78128560125899,-619.360856491947,-522.5795708906879,-4.838699730469333
12610,63.050000000000004,98.81654511276615,-621.4188632033223,-522.6023180905562,-4.838910352690335
12620,63.1,99.51002808719805,-622.1013746253954,-522.5913465381973,-4.838808764242567
12630,63.15,106.86609641042317,-629.4741365895467,-522.6080401791235,-4.838963334991884
12640,63.2,104.84867313525812,-627.4380849872297,-522.5894118519716,-4.838790850481218
12650,63.25,98.98696430146283,-621.564811219822,-522.5778469183591,-4.838683767762585
12660,63.300000000000004,91.2815111605785,-613.8790579175834,-522.5975467570049,-4.838866173675972
12670,63.35,89.65848811246099,-612.2398550041098,-522.5813668916488,-4.83871636010786
12680,63.4,102.6123036897089,-625.2038892035157,-522.5915855138068,-4.838810976979692
12690,63.45,102.39990612193068,-624.9864983995908,-522.5865922776601,-4.838764743311668
12700,63.5,101.59288736293753,-624.1886236074794,-522.5957362445419,-4.838849409671684
12710,63.550000000000004,100.44350842362479,-623.0402481350808,-522.5967397114559,-4.838858701032
12720,63.6,102.70740226028059,-625.3097819370028,-522.6023796767222,-4.838910922932613
12730,63.65,98.88898064782319,-621.4832286851523,-522.5942480373292,-4.838835629975271
12740,63.7,105.96411346076935,-628.5704447056524,-522.6063312448831,-4.838947511526696
12750,63.75,108.11737845750643,-630.693701260196,-522.5763228026896,-4.838669655580459
12760,63.800000000000004,108.21761385475372,-630.836300731408,-522.6186868766542,-4.839061915524576
12770,63.85,92.37684897258924,-614.9543096808817,-522.5774607082924,-4.838680191743448
12780,63.9,103.57404209016596,-626.1884475476728,-522.6144054575068,-4.8390222727546925
12790,63.95,100.68282525483659,-623.2641871716974,-522.5813619168607,-4.838716314045007
12800,64.0,102.73568349729544,-625.334641517177,-522.5989580198816,-4.83887924092483
12810,64.05,100.2763754757896,-622.870649030599,-522.5942735548094,-4.838835866248235
12820,64.1,100.8787935916388,-623.4748965682857,-522.5961029766469,-4.8388528053393225
12830,64.15,102.73462476193875,-625.3524670391747,-522.6178422772359,-4.839054095159592
12840,64.2,104.51299718066196,-627.1227969870321,-522.6097998063701,-4.8389796278367605
12850,64.25,101.69064581894173,-624.2818336374783,-522.5911878185366,-4.838807294616079
12860,64.3,103.26411175603158,-625.8600374968221,-522.5959257407906,-4.838851164266579
12870,64.35,105.08443072476035,-627.6896442466635,-522.6052135219031,-4.838937162239843
12880,64.4,97.388012978836,-619.9795352097123,-522.5915222308763,-4.838810391026633
12890,64.45,100.17402565954484,-622.7748757813307,-522.6008501217859,-4.838896760386906
12900,64.5,100.00310783875778,-622.6207242322504,-522.6176163934927,-4.839052003643451
12910,64.55,100.03404013909935,-622.6308677169721,-522.5968275778728,-4.838859514609933
12920,64.6,106.21633440794724,-628.8073703292185,-522.5910359212713,-4.83880588815992
12930,64.65,106.12230671734744,-628.733702293027,-522.6113955756796,-4.838994403478515
12940,64.7,97.23794045229535,-619.8278521287074,-522.589911676412,-4.838795478485297
12950,64.75,100.11444581930347,-622.7128849978052,-522.5984391785017,-4.838874436837979
12960,64.8,105.27766630860849,-627.8845069529496,-522.6068406443411,-4.838952228188344
12970,64.85,103.85378309929362,-626.4555129698299,-522.6017298705362,-4.838904906208669
12980,64.9,100.96517323365971,-623.5537572390839,-522.5885840054242,-4.8387831852354095
12990,64.95,100.85555164439495,-623.4630622751222,-522.6075106307272,-4.838958431765993
13000,65.0,94.98999846950767,-617.5826156230618,-522.5926171535541,-4.838820529199575
13010,65.05,102.0850205225,-624.7025859331515,-522.6175654106514,-4.839051531580106
13020,65.1,109.39307674222108,-632.011661769701,-522.61858502748,-4.839060972476666
13030,65.15,103.7494757167451,-626.3506410636345,-522.6011653468894,-4.838899679137865
13040,65.2,96.20887020297646,-618.8226903522633,-522.6138201492869,-4.8390168532341375
13050,65.25,101.37553156812687,-623.9845819224621,-522.6090503543352,-4.838972688466066
13060,65.3,106.16831705013517,-628.7582783391744,-522.5899612890391,-4.838795937861473
13070,65.35,100.26081244473339,-622.8579865595871,-522.5971741148537,-4.838862723285683
13080,65.4,100.19936956207958,-622.8037800345218,-522.6044104724422,-4.838929726596687
13090,65.45,104.94092029001288,-627.5346934286888,-522.5937731386759,-4.838831232765518
13100,65.5,109.87161363054803,-632.5044885791206,-522.6328749485725,-4.839193286560857
