step,time,T,P,PE,KE,E_total,E_per_atom,density,virial,min_r,max_f,p_COM
8560,42.800000000000004,0.5939024188448931,-0.35637990457390745,-617.9103602503948,95.32133822460536,-522.5890220257894,-4.838787240979531,0.8442,-36.69759711682269,0.9526151382107737,50.69371853830966,3.040410162216508e-14
8570,42.85,0.6365230689059653,-0.5662116547802369,-624.7524752832123,102.16195255940744,-522.590522723805,-4.8388011363315275,0.8442,-131.03912918040388,0.9620385699129126,42.87884706947616,2.6306429425239995e-14
8580,42.9,0.6829323596539667,-0.8040820230532987,-632.2044989288867,109.61064372446165,-522.593855204425,-4.8388319926335654,0.8442,-237.3692709161276,0.9656874140019852,42.980249915416614,2.7405254369643985e-14
8590,42.95,0.6337409325522402,-0.48759351411461743,-624.3136478396981,101.71541967463455,-522.5982281650636,-4.8388724830098475,0.8442,-99.96444339878732,0.9615066422883929,38.31086692731423,2.4441903135782395e-14
8600,43.0,0.6085914125673147,-0.3539615758280251,-620.2811902392885,97.67892171705402,-522.6022685222346,-4.838909893724394,0.8442,-40.52868785419042,0.9636100423057646,38.84364915745308,2.2402033862768988e-14
8610,43.050000000000004,0.6360045740345229,-0.5995265150185625,-624.6676962858003,102.07873413254093,-522.5889621532593,-4.838786686604253,0.8442,-143.6572239271282,0.9581604889756665,42.58531734380378,2.690567720776348e-14
8620,43.1,0.6695861070042837,-0.8393292466984457,-630.0817489176599,107.46857017418753,-522.6131787434723,-4.839010914291411,0.8442,-246.57280415384875,0.9637334571168692,36.44558345329404,2.2470979841816246e-14
8630,43.15,0.591288102010782,-0.3542801697652588,-617.5137668515334,94.9017403727305,-522.6120264788029,-4.839000245174101,0.8442,-35.04469009251359,0.9612409578532216,39.78871632304006,2.732688302556205e-14
8640,43.2,0.5421357631092547,-0.0483779787318509,-609.5878840205285,87.01278997903539,-522.5750940414931,-4.838658278161973,0.8442,98.28449369455228,0.9473672832075458,59.4980370247987,3.1758807248182976e-14
8650,43.25,0.6589926243059303,-0.7951949770194693,-628.3812089445696,105.76831620110181,-522.6128927434678,-4.83900826614322,0.8442,-226.20199008321606,0.9611284671545336,40.09992071961848,3.049948803726369e-14
8660,43.300000000000004,0.6605419149501841,-0.8462175323904795,-628.6036049705983,106.01697734950456,-522.5866276210937,-4.838765070565683,0.8442,-246.2861776651352,0.9596267167900033,37.92002592966722,3.250604520793926e-14
8670,43.35,0.6716430180445508,-0.8990393813363939,-630.3987867163759,107.79870439615041,-522.6000823202255,-4.838889651113199,0.8442,-270.15571291475607,0.9635848575175356,32.96692629865982,3.35567090145075e-14
8680,43.4,0.6152386079763629,-0.5594881649045131,-621.3228354907116,98.74579658020625,-522.5770389105053,-4.838676286208382,0.8442,-121.56251996366841,0.9385240289427539,56.11001892532982,3.4486322248593396e-14
8690,43.45,0.6171892532380059,-0.5216605143120527,-621.6590444449544,99.05887514469994,-522.6001693002544,-4.838890456483837,0.8442,-107.6764541741915,0.9631673315810247,42.09621352019095,3.8105120196114534e-14
8700,43.5,0.580810153288433,-0.31488385661170554,-615.7966554286437,93.22002960279349,-522.5766258258502,-4.838672461350465,0.8442,-16.52971451960775,0.9613399678860508,43.07030514120133,3.823313162295441e-14
8710,43.550000000000004,0.6518015443292523,-0.7278615569195784,-627.2339977579794,104.614147864845,-522.6198498931344,-4.839072684195689,0.8442,-198.02982938616609,0.9684613110488957,42.653560844413306,3.874551107660382e-14
8720,43.6,0.6346306638705823,-0.6554332724812715,-624.4387297961545,101.85822155122847,-522.580508244926,-4.838708409675241,0.8442,-164.668828299017,0.9590618092580143,43.045559972453425,3.620579462936677e-14
8730,43.65,0.6380989200384694,-0.6617003498980267,-625.0156727038128,102.41487666617432,-522.6007960376385,-4.838896259607764,0.8442,-168.19781821215858,0.9642737911145848,40.602257350777826,3.911173271830198e-14
8740,43.7,0.6715418775792377,-0.7518109296298315,-630.4006052911482,107.78247135146765,-522.6181339396805,-4.839056795737783,0.8442,-213.61735426288323,0.9696307116139952,32.656563954656534,3.7050469612161157e-14
8750,43.75,0.6558360979835368,-0.6394642458859678,-627.8435873322479,105.26169372635766,-522.5818936058903,-4.838721237091577,0.8442,-165.4105514523506,0.9686589528854258,38.80220285529602,3.5416114485542494e-14
8760,43.800000000000004,0.6636879862938484,-0.7655526500829882,-629.0966404700347,106.52192180016267,-522.574718669872,-4.838654802498815,0.8442,-216.3467013362427,0.9672838354599309,36.812267170209154,4.204368750032602e-14
8770,43.85,0.6923476981518543,-1.0136053786966768,-633.7066884457086,111.12180555337261,-522.5848828923359,-4.838748915669777,0.8442,-320.83392164660324,0.9222008234663869,75.13745394007714,3.695512881586067e-14
8780,43.9,0.6561349793836404,-0.7914143268384676,-627.902221700086,105.30966419107429,-522.5925575090117,-4.8388199769352935,0.8442,-223.82511732331884,0.9865753913635847,28.03963857660188,3.927820944914701e-14
8790,43.95,0.5997966347299348,-0.4678218223895947,-618.85228077265,96.26735987415454,-522.5849208984955,-4.838749267578662,0.8442,-81.37820836597217,0.9502077673744529,57.4527980515886,4.310329246064717e-14
8800,44.0,0.6684944999190353,-0.8937114899450985,-629.8977796353188,107.29336723700517,-522.6044123983136,-4.838929744428829,0.8442,-267.0907733183509,0.9902627060384339,24.85146368092619,4.047825035802968e-14
8810,44.050000000000004,0.6502457817151586,-0.8688180922736981,-626.9598278338437,104.36444796528295,-522.5953798685608,-4.838846109894082,0.8442,-251.62421936474672,0.9487333338752875,60.247189482177696,4.1003318526723245e-14
8820,44.1,0.6036749724070449,-0.6029135878189809,-619.4660201958235,96.88983307133071,-522.5761871244928,-4.838668399300859,0.8442,-134.4823756524379,0.9671202457923868,33.98745400780344,3.992733854549315e-14
8830,44.15,0.6317637972325676,-0.804856866120867,-623.9868104148137,101.39808945582709,-522.5887209589866,-4.83878445332395,0.8442,-221.08803782626867,0.9598143839220425,45.85856755028434,4.210307662920569e-14
8840,44.2,0.6274151334067142,-0.8477579641422177,-623.2655988987581,100.70012891177763,-522.5654699869805,-4.838569166546115,0.8442,-236.14431092546218,0.9380783303011578,70.78624188104574,4.551860243420252e-14
8850,44.25,0.6665096616050723,-1.0357217582583242,-629.5833370509819,106.9748006876141,-522.6085363633678,-4.838967929290442,0.8442,-320.95056053699494,0.9277425853292839,84.19039647006232,4.7454502367612394e-14
8860,44.300000000000004,0.6293946854601068,-0.7525820064189191,-623.5929360807112,101.01784701634715,-522.5750890643641,-4.838658232077445,0.8442,-200.2575996709453,0.9610403793123496,36.498547399441016,4.7362171485295346e-14
8870,44.35,0.6254525072343748,-0.6966859546159663,-622.9604222808111,100.38512741111717,-522.575294869694,-4.838660137682352,0.8442,-177.52769144279853,0.9417585757833216,63.39683819415047,4.837681379245128e-14
8880,44.4,0.6580865139231183,-0.8653097226656374,-628.2269686912148,105.62288548466049,-522.6040832065543,-4.838926696356984,0.8442,-252.8181208017229,0.9762211431727228,36.47866177808401,4.5644615832486406e-14
8890,44.45,0.6732714941349841,-0.9035527380658941,-630.6400835869329,108.06007480866495,-522.5800087782679,-4.838703784983962,0.8442,-272.41554430944245,0.9667108532916544,38.485029359464875,4.482552100323062e-14
8900,44.5,0.7230128374542171,-1.172438504175543,-638.6328329250742,116.04356041140184,-522.5892725136724,-4.838789560311782,0.8442,-391.7288352799204,0.9538710106552722,46.15965902162251,4.583527218280305e-14
8910,44.550000000000004,0.6588171272067399,-0.7755299295367714,-628.3021791810258,105.74014891668176,-522.5620302643441,-4.838537317262445,0.8442,-218.5977760446442,0.9623010370994328,45.98516956395035,4.4026047675055345e-14
8920,44.6,0.6299491230664156,-0.5300036719602164,-623.6951779615089,101.1068342521597,-522.5883437093491,-4.838780960271752,0.8442,-115.01271676761428,0.9743985820678757,37.421394740392245,4.176932876478941e-14
8930,44.65,0.6151057465484191,-0.41228116821605315,-621.3013911783421,98.72447232102127,-522.5769188573208,-4.838675174604822,0.8442,-65.02211805520906,0.9613029127168226,41.637847513524505,4.64279353304956e-14
8940,44.7,0.6376991878673199,-0.581103169555339,-624.941262978284,102.35071965270485,-522.5905433255792,-4.838801327088697,0.8442,-137.1354852409795,0.9469566793121368,56.14362977350378,4.4106124875967726e-14
8950,44.75,0.6033577920955615,-0.43717818347028625,-619.4076036508914,96.83892563133762,-522.5686780195538,-4.838598870551424,0.8442,-70.77113847935306,0.9420019083706117,57.88432104091869,4.3669823904113785e-14
8960,44.800000000000004,0.6227322036538983,-0.5391089284858082,-622.5235792082227,99.94851868645067,-522.575060521772,-4.838657967794185,0.8442,-116.1689896212562,0.9541549399980005,48.93551616034296,3.782669516326808e-14
8970,44.85,0.6083012176417868,-0.4030215928631035,-620.2208860049299,97.63234543150678,-522.5885405734231,-4.83878278308725,0.8442,-59.2636691041064,0.9519293274659959,48.53786645028265,3.972442522218698e-14
8980,44.9,0.5596249660454555,-0.059452377702695736,-612.3823845977128,89.81980705029561,-522.5625775474172,-4.838542384698307,0.8442,88.36768956635314,0.9468304913766922,60.524122680855015,3.4819654465585116e-14
8990,44.95,0.6038140488143906,-0.2951319165373437,-619.5112193176216,96.9121548347097,-522.5990644829119,-4.838880226693629,0.8442,-16.402274722501772,0.9775574862208121,32.11550599246939,3.7911840509273545e-14
9000,45.0,0.5920314009918796,-0.27057171692185356,-617.5990898934582,95.02103985919666,-522.5780500342615,-4.838685648465384,0.8442,-3.1586074233424455,0.9333792709033406,75.30523453308624,3.524520980402538e-15
9010,45.050000000000004,0.5874568852431645,-0.18739712831628008,-616.8757664225767,94.28683008152791,-522.5889363410488,-4.8387864476023035,0.8442,30.245552628075416,0.9483127956752496,44.28500510678117,6.976981047012831e-15
9020,45.1,0.5910517131586824,-0.16104269342854438,-617.458200037877,94.86379996196854,-522.5944000759084,-4.838837037739893,0.8442,39.195536869145755,0.9488036931311462,42.05765461300228,1.0905115856057893e-14
9030,45.15,0.6395912084052766,-0.43502283444160506,-625.2583332957967,102.65438894904689,-522.6039443467498,-4.838925410618054,0.8442,-81.68355251687215,0.9601761692776987,40.484956007727625,1.2609740147226982e-14
9040,45.2,0.6307956250287476,-0.3831054178242935,-623.8403101117618,101.24269781711399,-522.5976122946479,-4.838866780505999,0.8442,-58.90812254100878,0.9645177577220581,42.602625660108444,1.1976273581515733e-14
9050,45.25,0.6050199271218787,-0.23141233872397582,-619.7035261239868,97.10569830306153,-522.5978278209252,-4.838868776119678,0.8442,7.662295772836346,0.9466057054586124,56.421041205447246,1.366578116491485e-14
9060,45.300000000000004,0.6213499348717436,-0.316370758406126,-622.3208919755727,99.72666454691485,-522.5942274286579,-4.83883543915424,0.8442,-30.23526968649311,0.9505074296965268,45.070594286663976,1.4641901411546727e-14
9070,45.35,0.632926510857489,-0.4306589748619273,-624.18229603742,101.58470499262698,-522.597591044793,-4.838866583748084,0.8442,-77.84936167483886,0.9607051156168511,44.46857288648856,1.2076992844924451e-14
9080,45.4,0.5956090704922441,-0.27548130061080595,-618.1826084984451,95.59525581400518,-522.5873526844399,-4.838771784115185,0.8442,-6.202047531250372,0.9636191254651615,37.68439712533014,1.570350030850544e-14
9090,45.45,0.6623501108816379,-0.6925651997699094,-628.914188713113,106.30719279650287,-522.6069959166102,-4.83895366589454,0.8442,-187.90098864436197,0.9782718906148777,31.55906218392074,2.4531469964246868e-14
9100,45.5,0.6350558773329669,-0.5566352542761214,-624.4967065346924,101.92646831194118,-522.5702382227512,-4.838613316877326,0.8442,-126.88838151855454,0.9418712572984065,56.80672402563074,2.2612057095710165e-14
9110,45.550000000000004,0.6390650328774309,-0.6131619306816418,-625.153662909108,102.56993777682766,-522.5837251322803,-4.838738195669261,0.8442,-149.88202116228214,0.9702423342081972,40.5524924611678,1.7028085226334116e-14
9120,45.6,0.6459609606376562,-0.6601936194028675,-626.2626204639915,103.67673418234382,-522.5858862816477,-4.838758206311553,0.8442,-170.16684327007198,0.9705379748782749,37.97094225781199,1.6318767884565057e-14
9130,45.65,0.6372722216873353,-0.6041805105802276,-624.8605474055397,102.28219158081731,-522.5783558247224,-4.838688479858541,0.8442,-145.85412343209725,0.9356371568899615,69.68764956159553,1.636883159984419e-14
9140,45.7,0.6585841124196854,-0.7378239942515548,-628.3017731379317,105.7027500433595,-522.5990230945722,-4.838879843468261,0.8442,-204.05091816336355,0.9783880255730019,31.49805278164157,1.5135577544909457e-14
9150,45.75,0.5802296842734286,-0.30249151084432274,-615.714559393435,93.12686432588528,-522.5876950675497,-4.838774954329164,0.8442,-11.585518383631381,0.936108890045713,73.514980083636,1.0339128880386727e-14
9160,45.800000000000004,0.5989389288525923,-0.412497826617005,-618.7371047244245,96.12969808084105,-522.6074066435834,-4.838957468922069,0.8442,-59.86722159973844,0.9698552733483436,35.800834384860764,1.4420617589935466e-14
9170,45.85,0.6015669150452467,-0.47625999360496674,-619.1067811612996,96.5514898647621,-522.5552912965376,-4.838474919412385,0.8442,-85.19030971855317,0.9367878663204214,72.33339047787507,1.3804317306779942e-14
9180,45.9,0.6554122045582076,-0.754165888311812,-627.7788852622072,105.19365883159232,-522.5852264306149,-4.838752096579767,0.8442,-209.29516229949905,0.9428797333685703,54.64355864512526,1.9715826486920198e-14
9190,45.95,0.6089706040178915,-0.5118642531194928,-620.3038126537725,97.73978194487158,-522.564030708901,-4.838555839897231,0.8442,-101.25385273378112,0.9568342834573597,37.28149115508714,1.3483868884632291e-14
9200,46.0,0.6565068155012761,-0.8885261183814224,-627.9696234385597,105.36934388795481,-522.6002795506049,-4.8388914773204155,0.8442,-261.2166422845626,0.9583110235060506,46.29899420021462,8.356041800744692e-15
9210,46.050000000000004,0.6421583256327418,-0.8354293238191998,-625.6334295537517,103.06641126405506,-522.5670182896966,-4.8385835026823765,0.8442,-236.18943088229594,0.9491143486737407,45.27412966655555,1.4510512998238785e-14
9220,46.1,0.6096487488974073,-0.5644929029053666,-620.4257272767929,97.84862419803386,-522.5771030787591,-4.838676880358881,0.8442,-121.67220059043137,0.9650546377167856,37.57378097847133,7.725678592882049e-15
9230,46.15,0.6156507655794122,-0.5311166012015915,-621.3994958476188,98.81194787549566,-522.5875479721232,-4.838773592334474,0.8442,-110.8071859641014,0.9656321444589037,42.22373846032121,9.024959194593041e-15
9240,46.2,0.6027217801111939,-0.46081993910734936,-619.3122860506393,96.73684570784663,-522.5754403427926,-4.838661484655487,0.8442,-79.6386655104294,0.9661777957142824,42.294419463176645,1.2377866493701303e-14
9250,46.25,0.5822594070583306,-0.38748763237295736,-616.0325997962781,93.45263483286206,-522.579964963416,-4.838703379290889,0.8442,-44.864261306140556,0.9603980088853465,41.396847866120886,1.0472535825342186e-14
9260,46.300000000000004,0.5775418936479851,-0.39962873698975376,-615.2571741611281,92.6954739305016,-522.5617002306265,-4.838534261394689,0.8442,-47.99548596123842,0.9436459818028468,47.60877460656003,1.7204248263645914e-14
9270,46.35,0.6473236827372008,-0.8340560201605235,-626.4810497376108,103.89545107932072,-522.58559865829,-4.838755543132315,0.8442,-237.33593908187677,0.9527785023960013,39.62641781180004,2.1434853137377218e-14
9280,46.4,0.6484043648396776,-0.8449584551490834,-626.6334044828836,104.06890055676826,-522.5645039261153,-4.8385602215381045,0.8442,-241.87038349020253,0.9592471556648108,38.65920807304217,2.4762702647118462e-14
9290,46.45,0.6952263930078171,-1.1223354708329776,-634.1883679072786,111.58383607775464,-522.6045318295239,-4.838930850273369,0.8442,-363.49671810730007,0.9655789821141919,38.83108691828533,2.0217341132534735e-14
9300,46.5,0.6601233176633824,-0.9317098888488872,-628.5199644370356,105.94979248497287,-522.5701719520628,-4.83861270325984,0.8442,-278.9621175227048,0.9631892932639832,46.86266017607329,1.773092560003175e-14
9310,46.550000000000004,0.6125847169626146,-0.5888281645996696,-620.9145086936193,98.31984707249966,-522.5946616211196,-4.838839459454811,0.8442,-131.96321352921854,0.9415275065748334,54.121895826758305,1.415475170476444e-14
9320,46.6,0.5947825632717846,-0.48074098526497705,-618.0478845729808,95.46260140512142,-522.5852831678594,-4.838752621924624,0.8442,-84.71196332348632,0.9579848700935216,35.77592393385642,1.3532543924332279e-14
9330,46.65,0.6540085578314814,-0.8519310566657426,-627.5373320059778,104.96837353195276,-522.568958474025,-4.838601467352083,0.8442,-246.3621937743415,0.9587637110374225,50.607881180144595,1.3797199803733369e-14
9340,46.7,0.6699039093158536,-0.9328777523140998,-630.1014833485248,107.51957744519451,-522.5819059033303,-4.838721350956762,0.8442,-282.57924973780325,0.9590022404395265,46.638521829595255,1.458433353108867e-14
9350,46.75,0.6358303447170336,-0.6044909685355445,-624.6252755728123,102.0507703270839,-522.5745052457283,-4.838652826349336,0.8442,-145.50610760066414,0.9668108798814204,39.60116655995078,1.5153756332641344e-14
9360,46.800000000000004,0.6244799762655532,-0.41979945814055597,-622.8046718780066,100.22903619062129,-522.5756356873853,-4.838663293401716,0.8442,-70.94485288955308,0.9561512974119456,40.89505840693619,1.3655743202889425e-14
9370,46.85,0.6298283243764141,-0.46252775952342323,-623.6567719308883,101.08744606241447,-522.5693258684739,-4.838604869152537,0.8442,-89.076639316952,0.9427158549534284,55.360762653404436,2.1160236315095816e-14
9380,46.9,0.6295025107637691,-0.5143872925710845,-623.6095297589671,101.03515297758494,-522.5743767813822,-4.8386516368646495,0.8442,-108.87452122581325,0.947968952884115,57.5832872093866,1.0735238085678348e-14
9390,46.95,0.6321197906370989,-0.5726917290052007,-624.0404618144447,101.45522639725438,-522.5852354171903,-4.838752179788799,0.8442,-132.09948911189562,0.9559948525586067,43.71551644399527,1.9672281874279467e-14
9400,47.0,0.594432943944183,-0.31815730863572783,-617.9926665672727,95.40648750304138,-522.5861790642314,-4.838760917261402,0.8442,-22.19983422367845,0.967765887915117,33.377839131969345,2.052586275970653e-14
9410,47.050000000000004,0.5637075891618112,-0.07268081114448799,-613.0443961300942,90.47506806047069,-522.5693280696236,-4.838604889533552,0.8442,81.96790897404705,0.93689109102212,59.479480487123844,1.8129304817955446e-14
9420,47.1,0.6201549475153507,-0.3800966284372408,-622.1047411961093,99.5348690762138,-522.5698721198955,-4.83860992703607,0.8442,-54.30578377364154,0.9485869037048901,41.55372196569263,1.922676223729649e-14
9430,47.15,0.6277969533610294,-0.4251221862171589,-623.3378059662897,100.76141101444522,-522.5763949518445,-4.83867032362819,0.8442,-74.06239153626674,0.9584650835197843,43.222995690967714,1.5521323888621367e-14
9440,47.2,0.5512260553624564,-0.04250021482667865,-611.0239202906604,88.47178188567425,-522.5521384049862,-4.838445725972094,0.8442,97.59509721971963,0.9563102356510252,47.85387472748547,2.2626719081044503e-14
9450,47.25,0.5911063769444973,-0.3552992678174177,-617.4616887858236,94.87257349959182,-522.5891152862318,-4.838788104502147,0.8442,-35.37693622303868,0.9708671179558839,37.055419487422,2.1827461840224803e-14
9460,47.300000000000004,0.604405866899829,-0.4979157620192108,-619.5653761522509,97.00714163742256,-522.5582345148283,-4.838502171433595,0.8442,-94.42151245326284,0.9539865106163747,44.86807427339369,2.1420112604726685e-14
9470,47.35,0.6916402274734533,-1.0431899988336788,-633.6120013573901,111.00825650948926,-522.6037448479009,-4.83892356340649,0.8442,-331.959139578913,0.9731340309768403,38.167648208343735,2.181651804849394e-14
9480,47.4,0.6553492667513573,-0.9043981662544163,-627.7494176044421,105.18355731359284,-522.5658602908493,-4.838572780470827,0.8442,-266.93321401014094,0.945681484033287,55.355172244155554,2.4355055005394266e-14
9490,47.45,0.6513549818496519,-0.9084804665220892,-627.1322454551224,104.54247458686913,-522.5897708682533,-4.838794174706049,0.8442,-267.20583339533835,0.9481979090907084,45.36510344468091,2.4548861292493768e-14
9500,47.5,0.6077710515741533,-0.5683734752454037,-620.1461701380036,97.54725377765162,-522.5989163603521,-4.838878855188445,0.8442,-122.55317211869215,0.961176237582447,39.10837774271797,2.3759843732461514e-14
9510,47.550000000000004,0.5537493594935686,-0.18850886021280944,-611.4497093392516,88.87677219871776,-522.5729371405339,-4.8386383068567955,0.8442,40.74011348400357,0.954298204786334,48.56373030002898,2.8014473450275915e-14
9520,47.6,0.5965310585723224,-0.4169292822282131,-618.332726135385,95.74323490085774,-522.5894912345273,-4.838791585504882,0.8442,-60.78784350530084,0.9560954459579744,39.85402646036798,2.1768976818699947e-14
9530,47.65,0.6318689873092521,-0.6039325868052069,-624.0195060925276,101.41497246313496,-522.6045336293927,-4.838930866938821,0.8442,-144.00832351171402,0.9745259778718952,32.38899590748874,1.6536246052603267e-14
9540,47.7,0.5645355888296868,-0.23261698621283589,-613.1655828383824,90.60796200716473,-522.5576208312177,-4.838496489177942,0.8442,20.316883324080464,0.9623094234900837,47.50147609156661,1.908397167037021e-14
9550,47.75,0.5991305286257956,-0.4501368145649416,-618.7459519200804,96.1604498444402,-522.5855020756402,-4.8387546488485205,0.8442,-74.37496694252197,0.9552605377750539,52.43602702891486,1.443161823670482e-14
9560,47.800000000000004,0.6194274542815946,-0.6012916026802395,-622.0055675638718,99.41810641219594,-522.5874611516758,-4.838772788441442,0.8442,-138.9636694920022,0.9593633917672928,38.11780206652279,1.9276167335225164e-14
9570,47.85,0.5843891189963002,-0.39354929927725985,-616.3411588409127,93.79445359890617,-522.5467052420065,-4.838395418907468,0.8442,-47.88072729765561,0.9601438332583152,41.59776112692309,2.0878687838187376e-14
9580,47.9,0.6877375373915698,-0.9860413206449259,-632.970737536382,110.38187475134696,-522.5888627850351,-4.838785766528103,0.8442,-308.7612733783624,0.9632579628520697,40.14396247161269,1.802547950197126e-14
9590,47.95,0.6792229306415422,-0.9091235124487416,-631.599638498449,109.01528036796752,-522.5843581304815,-4.838744056763717,0.8442,-276.48184681413983,0.9670187449667215,42.35663107735089,1.53853038765206e-14
9600,48.0,0.6259391591561578,-0.5492723296213355,-623.0311201512659,100.46323504456333,-522.5678851067025,-4.838591528765765,0.8442,-121.10870888500091,0.9562767160068322,41.54153707142896,1.7385539572187236e-14
9610,48.050000000000004,0.6519794903209508,-0.7116297514460144,-627.2266125646534,104.6427081965126,-522.5839043681408,-4.838739855260563,0.8442,-191.85779308738788,0.962655642800907,43.15677635887631,1.5653184983535727e-14
9620,48.1,0.6500467667006575,-0.7342819794851959,-626.9191006848827,104.33250605545554,-522.5865946294272,-4.838764765087289,0.8442,-199.9254094980646,0.9656892746817397,35.50319052139915,1.6798338428657364e-14
9630,48.15,0.642430510243125,-0.7076373173043005,-625.6991270261807,103.11009689402157,-522.5890301321591,-4.83878731603851,0.8442,-187.23164604641858,0.9688367787411836,38.65045213354428,1.8067640928199705e-14
9640,48.2,0.6185544884972584,-0.5473032454472303,-621.8525999723025,99.27799540380997,-522.5746045684925,-4.83865374600456,0.8442,-117.96035032213808,0.9642401778119386,40.18983458718595,2.2440909692686806e-14
9650,48.25,0.6243774107680244,-0.4752167006360078,-622.7986739075537,100.21257442826793,-522.5860994792858,-4.838760180363757,0.8442,-92.1804993851583,0.9765548432603609,31.372977109732027,2.503971373173508e-14
9660,48.300000000000004,0.5895051820630522,-0.24155985006220426,-617.1851543043188,94.61558172111988,-522.5695725831989,-4.838607153548138,0.8442,8.794505920550442,0.9418658287790528,53.617739841503905,2.384333187866116e-14
9670,48.35,0.6205771908769124,-0.47392480435321704,-622.1815400904209,99.60263913574444,-522.5789009546764,-4.8386935273581155,0.8442,-90.45340440717078,0.9571344078861045,48.87155731384022,1.8515111858293103e-14
9680,48.4,0.6194242571414388,-0.4651799111472629,-622.0108811929111,99.41759327120093,-522.5932879217103,-4.838826740015836,0.8442,-86.72360488525311,0.9551244277082601,40.255979694543036,1.5090969619739544e-14
9690,48.45,0.5795783094336958,-0.22951311093578763,-615.596798876974,93.02231866410817,-522.5744802128659,-4.838652594563573,0.8442,16.63429461995659,0.9508074152575362,57.780306845677195,1.7864181429120583e-14
9700,48.5,0.6697987202510285,-0.8134943717304133,-630.0925786350705,107.50269460029007,-522.5898840347804,-4.838795222544263,0.8442,-236.72638702011,0.9693213446011679,41.24177722317387,1.5658573102039557e-14
9710,48.550000000000004,0.6698645545933737,-0.8924131791809767,-630.0998075299768,107.51326101223647,-522.5865465177403,-4.838764319608707,0.8442,-267.03638545172373,0.9628033329086692,40.09301406166814,1.5900747529069917e-14
9720,48.6,0.6247785375558108,-0.6518701682216224,-622.857630162482,100.27695527770763,-522.5806748847743,-4.838709952636799,0.8442,-160.10923667209966,0.9480588958788119,55.269122952789594,1.7632984155323095e-14
9730,48.65,0.6142640412038416,-0.5525722691020998,-621.1773801098158,98.58937861321658,-522.5880014965992,-4.838777791635177,0.8442,-118.5924719617075,0.9569974302372178,50.23775579876168,1.7803357419642522e-14
9740,48.7,0.5985396130470889,-0.4289526434911407,-618.6337563056958,96.06560789405776,-522.568148411638,-4.838593966774426,0.8442,-66.05312480827439,0.9526417465197003,56.290122559519084,2.0169807026858626e-14
9750,48.75,0.5939155641669863,-0.4023881418850365,-617.9006214808329,95.32344804880131,-522.5771734320316,-4.83867753177807,0.8442,-54.359601864300785,0.9445974862319797,45.05756763484434,2.9241470405938145e-14
9760,48.800000000000004,0.5886451715996361,-0.4325743533118775,-617.0430234301427,94.47755004174161,-522.5654733884012,-4.8385691980407515,0.8442,-64.23732101966775,0.9424382993436491,54.06591053103475,3.081243945852278e-14
9770,48.85,0.6417971876248995,-0.7380231752373174,-625.5873472731577,103.00844861379636,-522.5788986593614,-4.838693506105198,0.8442,-198.68839925786412,0.9577188956336071,39.24205016689243,2.9513823171918626e-14
9780,48.9,0.6294942488381757,-0.6768600793100886,-623.6039744026715,101.03382693852721,-522.5701474641443,-4.838612476519854,0.8442,-171.22813777987568,0.971236668305125,34.41858808723354,2.8346488231765512e-14
9790,48.95,0.6414953034575667,-0.7459193020749805,-625.5376243327281,102.95999620493946,-522.5776281277887,-4.83868174192397,0.8442,-201.62108522854243,0.9710714876268778,32.74229577487247,2.933432149657302e-14
9800,49.0,0.621973128311735,-0.5666938910919523,-622.4024733264181,99.82668709403347,-522.5757862323846,-4.838664687336895,0.8442,-126.51002846222039,0.971556514381158,37.58873545615019,2.9764276209482945e-14
9810,49.050000000000004,0.6092685565916954,-0.42759524987653064,-620.3654794844322,97.78760333296711,-522.577876151465,-4.838684038439491,0.8442,-69.00834121474435,0.9733193217227422,35.151945926639065,2.721699913483884e-14
9820,49.1,0.6270851950542103,-0.568462667885467,-623.2264271251178,100.64717380620075,-522.579253318917,-4.838696789989973,0.8442,-128.84518632309926,0.9592085750111083,41.469172292549885,2.8315258265477955e-14
9830,49.15,0.612583449730452,-0.48018958551946145,-620.9027920398792,98.31964368173755,-522.5831483581417,-4.8387328551679785,0.8442,-90.267825900289,0.9624098988168946,35.877438838283396,3.074741570585595e-14
9840,49.2,0.5866612580069048,-0.27084995533525674,-616.7691282111196,94.15913191010823,-522.6099963010113,-4.8389814472315855,0.8442,-1.525467694105231,0.979515911491215,31.464267596804657,2.6083951948083896e-14
9850,49.25,0.5764596893258296,-0.2532882254056853,-615.0934120023713,92.52178013679564,-522.5716318655757,-4.838626220977552,0.8442,8.519950126415736,0.9446071053988732,52.39920128429924,3.138890550958624e-14
9860,49.300000000000004,0.6477625725065158,-0.774796411396574,-626.5553631570475,103.9658928872958,-522.5894702697517,-4.838791391386589,0.8442,-214.73457950037385,0.9519034344810106,55.2664438677121,3.055580044233682e-14
9870,49.35,0.6277457509229193,-0.7350301452099934,-623.33628409904,100.75319302312855,-522.5830910759114,-4.838732324776958,0.8442,-192.9870228817353,0.9706322626866012,33.28735483404214,2.9212954303433423e-14
9880,49.4,0.6033420765162425,-0.555665322163704,-619.404063854214,96.83640328085693,-522.567660573357,-4.8385894497533055,0.8442,-116.24085465897825,0.9610254727667111,45.39283599559612,2.8317220499168148e-14
9890,49.45,0.6445677380668147,-0.7820849828201955,-626.0545127670042,103.45312195972375,-522.6013908072805,-4.838901766734079,0.8442,-216.4967726648358,0.9582565353247572,48.23111460191474,2.963609303451526e-14
